comboId,docId,annotId,annotSet,annotType,annotSpan,subSpanType,linkId,linkSpan,subSpan,unit,unitEncoded,misc
S0031405612000728-1639_T4-4,S0031405612000728-1639,T4-4,4,MeasuredEntity,"[1486, 1512]",HasProperty,T2-4,"[1528, 1534]","[1486, 1534]",,,
S0031405612000728-1639_T6-4,S0031405612000728-1639,T6-4,4,Qualifier,"[1536, 1573]",Qualifies,T2-4,"[1528, 1534]","[1528, 1573]",,,
S0031405612000728-769_T1-1,S0031405612000728-769,T1-1,1,Quantity,"[56, 61]",,,,,,,{'mods': ['IsCount']}
S0031405612000728-769_T2-1,S0031405612000728-769,T2-1,1,MeasuredEntity,"[62, 68]",HasQuantity,T1-1,"[56, 61]","[56, 68]",,,
S0032063312000487-1141_T1-1,S0032063312000487-1141,T1-1,1,Quantity,"[439, 442]",,,,,%,[207],
S0032063312000487-1141_T4-1,S0032063312000487-1141,T4-1,1,MeasuredProperty,"[460, 488]",HasQuantity,T1-1,"[439, 442]","[439, 488]",,,
S0032063312000487-1141_T3-1,S0032063312000487-1141,T3-1,1,MeasuredEntity,"[450, 459]",HasProperty,T4-1,"[460, 488]","[450, 488]",,,
S0032063312000487-1141_T1-2,S0032063312000487-1141,T1-2,2,Quantity,"[501, 504]",,,,,%,[207],
S0032063312000487-1141_T4-2,S0032063312000487-1141,T4-2,2,MeasuredProperty,"[460, 487]",HasQuantity,T1-2,"[501, 504]","[460, 504]",,,
S0032063312000487-1141_T3-2,S0032063312000487-1141,T3-2,2,MeasuredEntity,"[512, 531]",HasProperty,T4-2,"[460, 487]","[460, 531]",,,
S0032063312000487-1141_T1-3,S0032063312000487-1141,T1-3,3,Quantity,"[536, 539]",,,,,%,[207],
S0032063312000487-1141_T4-3,S0032063312000487-1141,T4-3,3,MeasuredProperty,"[460, 488]",HasQuantity,T1-3,"[536, 539]","[460, 539]",,,
S0032063312000487-1141_T3-3,S0032063312000487-1141,T3-3,3,MeasuredEntity,"[547, 566]",HasProperty,T4-3,"[460, 488]","[460, 566]",,,
S0032063312000487-1141_T1-4,S0032063312000487-1141,T1-4,4,Quantity,"[872, 875]",,,,,%,[207],
S0032063312000487-1141_T4-4,S0032063312000487-1141,T4-4,4,MeasuredProperty,"[893, 921]",HasQuantity,T1-4,"[872, 875]","[872, 921]",,,
S0032063312000487-1141_T3-4,S0032063312000487-1141,T3-4,4,MeasuredEntity,"[883, 892]",HasProperty,T4-4,"[893, 921]","[883, 921]",,,
S0032063312000487-1141_T1-5,S0032063312000487-1141,T1-5,5,Quantity,"[934, 937]",,,,,%,[207],
S0032063312000487-1141_T4-5,S0032063312000487-1141,T4-5,5,MeasuredProperty,"[893, 921]",HasQuantity,T1-5,"[934, 937]","[893, 937]",,,
S0032063312000487-1141_T3-5,S0032063312000487-1141,T3-5,5,MeasuredEntity,"[945, 964]",HasProperty,T4-5,"[893, 921]","[893, 964]",,,
S0032063312000487-1141_T1-6,S0032063312000487-1141,T1-6,6,Quantity,"[969, 972]",,,,,%,[207],
S0032063312000487-1141_T4-6,S0032063312000487-1141,T4-6,6,MeasuredProperty,"[893, 921]",HasQuantity,T1-6,"[969, 972]","[893, 972]",,,
S0032063312000487-1141_T3-6,S0032063312000487-1141,T3-6,6,MeasuredEntity,"[980, 999]",HasProperty,T4-6,"[893, 921]","[893, 999]",,,
S0032063312002437-586_T1-1,S0032063312002437-586,T1-1,1,Quantity,"[369, 375]",,,,,km,[7203],
S0032063312002437-586_T4-1,S0032063312002437-586,T4-1,1,MeasuredProperty,"[357, 365]",HasQuantity,T1-1,"[369, 375]","[357, 375]",,,
S0032063312002437-586_T5-1,S0032063312002437-586,T5-1,1,MeasuredEntity,"[298, 308]",HasProperty,T4-1,"[357, 365]","[298, 365]",,,
S0032063312002437-586_T2-1,S0032063312002437-586,T2-1,1,Qualifier,"[348, 353]",Qualifies,T1-1,"[369, 375]","[348, 375]",,,
S0032063312002437-586_T1-2,S0032063312002437-586,T1-2,2,Quantity,"[448, 460]",,,,,,,{'mods': ['IsRange']}
S0032063312002437-586_T3-2,S0032063312002437-586,T3-2,2,MeasuredProperty,"[357, 365]",HasQuantity,T1-2,"[448, 460]","[357, 460]",,,
S0032063312002437-586_T2-2,S0032063312002437-586,T2-2,2,MeasuredEntity,"[298, 308]",HasProperty,T3-2,"[357, 365]","[298, 365]",,,
S0032063312002437-586_T1-3,S0032063312002437-586,T1-3,3,Quantity,"[1115, 1122]",,,,,km,[7203],
S0032063312002437-586_T2-3,S0032063312002437-586,T2-3,3,MeasuredProperty,"[1067, 1075]",HasQuantity,T1-3,"[1115, 1122]","[1067, 1122]",,,
S0032063312002437-586_T4-3,S0032063312002437-586,T4-3,3,MeasuredEntity,"[1103, 1113]",HasProperty,T2-3,"[1067, 1075]","[1067, 1113]",,,
S0032063312002437-593_T1-1,S0032063312002437-593,T1-1,1,Quantity,"[88, 97]",,,,,°N,"[12938, 487]",
S0032063312002437-593_T4-1,S0032063312002437-593,T4-1,1,MeasuredProperty,"[78, 87]",HasQuantity,T1-1,"[88, 97]","[78, 97]",,,
S0032063312002437-593_T3-1,S0032063312002437-593,T3-1,1,MeasuredEntity,"[67, 72]",HasProperty,T4-1,"[78, 87]","[67, 87]",,,
S0032063312002437-593_T5-1,S0032063312002437-593,T5-1,1,Qualifier,"[37, 56]",Qualifies,T3-1,"[67, 72]","[37, 72]",,,
S0032063312002437-593_T1-2,S0032063312002437-593,T1-2,2,Quantity,"[114, 139]",,,,,km,[7203],
S0032063312002437-593_T4-2,S0032063312002437-593,T4-2,2,MeasuredProperty,"[105, 113]",HasQuantity,T1-2,"[114, 139]","[105, 139]",,,
S0032063312002437-593_T2-2,S0032063312002437-593,T2-2,2,MeasuredEntity,"[67, 72]",HasProperty,T4-2,"[105, 113]","[67, 113]",,,
S0032063312002437-593_T3-2,S0032063312002437-593,T3-2,2,Qualifier,"[37, 56]",Qualifies,T2-2,"[67, 72]","[37, 72]",,,
S0032063312002437-593_T1-3,S0032063312002437-593,T1-3,3,Quantity,"[145, 157]",,,,,min,[4691],
S0032063312002437-593_T5-3,S0032063312002437-593,T5-3,3,MeasuredProperty,"[158, 181]",HasQuantity,T1-3,"[145, 157]","[145, 181]",,,
S0032063312002437-593_T3-3,S0032063312002437-593,T3-3,3,MeasuredEntity,"[67, 72]",HasProperty,T5-3,"[158, 181]","[67, 181]",,,
S0032063312002437-593_T2-3,S0032063312002437-593,T2-3,3,Qualifier,"[37, 56]",Qualifies,T3-3,"[67, 72]","[37, 72]",,,
S0032063312002437-627_T1-1,S0032063312002437-627,T1-1,1,Quantity,"[343, 348]",,,,,s,[29],
S0032063312002437-627_T2-1,S0032063312002437-627,T2-1,1,MeasuredEntity,"[349, 354]",HasQuantity,T1-1,"[343, 348]","[343, 354]",,,
S0032063312002437-627_T1-2,S0032063312002437-627,T1-2,2,Quantity,"[434, 444]",,,,,,,{'mods': ['IsRange']}
S0032063312002437-627_T3-2,S0032063312002437-627,T3-2,2,MeasuredProperty,"[385, 404]",HasQuantity,T1-2,"[434, 444]","[385, 444]",,,
S0032063312002437-627_T2-2,S0032063312002437-627,T2-2,2,MeasuredEntity,"[412, 429]",HasProperty,T3-2,"[385, 404]","[385, 429]",,,
S0032063312002437-627_T1-3,S0032063312002437-627,T1-3,3,Quantity,"[585, 600]",,,,,,,
S0032063312002437-627_T2-3,S0032063312002437-627,T2-3,3,MeasuredEntity,"[572, 580]",HasQuantity,T1-3,"[585, 600]","[572, 600]",,,
S0032063312002437-627_T1-4,S0032063312002437-627,T1-4,4,Quantity,"[627, 656]",,,,,UT,[6972],
S0032063312002437-627_T2-4,S0032063312002437-627,T2-4,4,MeasuredEntity,"[622, 626]",HasQuantity,T1-4,"[627, 656]","[622, 656]",,,
S0032063312003054-1990_T1-1,S0032063312003054-1990,T1-1,1,Quantity,"[122, 128]",,,,,min,[4691],
S0032063312003054-1990_T3-1,S0032063312003054-1990,T3-1,1,MeasuredProperty,"[82, 95]",HasQuantity,T1-1,"[122, 128]","[82, 128]",,,
S0032063312003054-1990_T4-1,S0032063312003054-1990,T4-1,1,MeasuredEntity,"[103, 118]",HasProperty,T3-1,"[82, 95]","[82, 118]",,,
S0032063312003054-1990_T1-2,S0032063312003054-1990,T1-2,2,Quantity,"[178, 183]",,,,,min,[4691],
S0032063312003054-1990_T4-2,S0032063312003054-1990,T4-2,2,MeasuredProperty,"[171, 175]",HasQuantity,T1-2,"[178, 183]","[171, 183]",,,
S0032063312003054-1990_T3-2,S0032063312003054-1990,T3-2,2,MeasuredEntity,"[142, 170]",HasProperty,T4-2,"[171, 175]","[142, 175]",,,
S0032063312003054-1990_T5-2,S0032063312003054-1990,T5-2,2,Qualifier,"[184, 225]",Qualifies,T1-2,"[178, 183]","[178, 225]",,,
S0032063312003054-1990_T1-3,S0032063312003054-1990,T1-3,3,Quantity,"[332, 352]",,,,,eV,"[242, 846]",
S0032063312003054-1990_T3-3,S0032063312003054-1990,T3-3,3,MeasuredProperty,"[300, 306]",HasQuantity,T1-3,"[332, 352]","[300, 352]",,,
S0032063312003054-1990_T4-3,S0032063312003054-1990,T4-3,3,MeasuredEntity,"[314, 318]",HasProperty,T3-3,"[300, 306]","[300, 318]",,,
S0032063312003054-2264_T1-1,S0032063312003054-2264,T1-1,1,Quantity,"[266, 273]",,,,,eV,"[242, 846]",
S0032063312003054-2264_T2-1,S0032063312003054-2264,T2-1,1,MeasuredProperty,"[245, 248]",HasQuantity,T1-1,"[266, 273]","[245, 273]",,,
S0032063312003054-2264_T3-1,S0032063312003054-2264,T3-1,1,MeasuredEntity,"[252, 262]",HasProperty,T2-1,"[245, 248]","[245, 262]",,,
S0032063312003054-2264_T1-2,S0032063312003054-2264,T1-2,2,Quantity,"[517, 522]",,,,,eV,"[242, 846]",
S0032063312003054-2264_T3-2,S0032063312003054-2264,T3-2,2,MeasuredProperty,"[501, 509]",HasQuantity,T1-2,"[517, 522]","[501, 522]",,,
S0032063312003054-2264_T2-2,S0032063312003054-2264,T2-2,2,MeasuredEntity,"[485, 495]",HasProperty,T3-2,"[501, 509]","[485, 509]",,,
S0032063312003054-2264_T1-3,S0032063312003054-2264,T1-3,3,Quantity,"[580, 593]",,,,,km,[7203],
S0032063312003054-2264_T2-3,S0032063312003054-2264,T2-3,3,MeasuredProperty,"[471, 481]",HasQuantity,T1-3,"[580, 593]","[471, 593]",,,
S0032063312003054-2264_T3-3,S0032063312003054-2264,T3-3,3,MeasuredEntity,"[485, 495]",HasProperty,T2-3,"[471, 481]","[471, 495]",,,
S0032063312003054-2264_T4-3,S0032063312003054-2264,T4-3,3,Qualifier,"[523, 576]",Qualifies,T2-3,"[471, 481]","[471, 576]",,,
S0032063312003054-2264_T1-4,S0032063312003054-2264,T1-4,4,Quantity,"[697, 703]",,,,,km,[7203],
S0032063312003054-2264_T2-4,S0032063312003054-2264,T2-4,4,MeasuredProperty,"[638, 653]",HasQuantity,T1-4,"[697, 703]","[638, 703]",,,
S0032063312003054-2264_T3-4,S0032063312003054-2264,T3-4,4,MeasuredEntity,"[659, 693]",HasProperty,T2-4,"[638, 653]","[638, 693]",,,
S0032063312003054-2458_T1-1,S0032063312003054-2458,T1-1,1,Quantity,"[190, 195]",,,,,%,[207],
S0032063312003054-2458_T2-1,S0032063312003054-2458,T2-1,1,MeasuredProperty,"[135, 186]",HasQuantity,T1-1,"[190, 195]","[135, 195]",,,
S0032063312003054-2458_T3-1,S0032063312003054-2458,T3-1,1,MeasuredEntity,"[199, 217]",HasProperty,T2-1,"[135, 186]","[135, 217]",,,
S0032063312003054-2458_T1-2,S0032063312003054-2458,T1-2,2,Quantity,"[303, 307]",,,,,%,[207],
S0032063312003054-2458_T2-2,S0032063312003054-2458,T2-2,2,MeasuredProperty,"[223, 294]",HasQuantity,T1-2,"[303, 307]","[223, 307]",,,
S0032063312003054-2458_T3-2,S0032063312003054-2458,T3-2,2,MeasuredEntity,"[153, 186]",HasProperty,T2-2,"[223, 294]","[153, 294]",,,
S0032063312003054-2458_T1-3,S0032063312003054-2458,T1-3,3,Quantity,"[336, 341]",,,,,%,[207],
S0032063312003054-2458_T2-3,S0032063312003054-2458,T2-3,3,MeasuredProperty,"[223, 294]",HasQuantity,T1-3,"[336, 341]","[223, 341]",,,
S0032063312003054-2458_T3-3,S0032063312003054-2458,T3-3,3,MeasuredEntity,"[345, 355]",HasProperty,T2-3,"[223, 294]","[223, 355]",,,
S0032063312003054-2458_T1-4,S0032063312003054-2458,T1-4,4,Quantity,"[572, 575]",,,,,%,[207],
S0032063312003054-2458_T2-4,S0032063312003054-2458,T2-4,4,MeasuredProperty,"[458, 528]",HasQuantity,T1-4,"[572, 575]","[458, 575]",,,
S0032063312003054-2458_T3-4,S0032063312003054-2458,T3-4,4,MeasuredEntity,"[588, 598]",HasProperty,T2-4,"[458, 528]","[458, 598]",,,
S0032063312003054-2458_T1-5,S0032063312003054-2458,T1-5,5,Quantity,"[580, 584]",,,,,%,[207],
S0032063312003054-2458_T3-5,S0032063312003054-2458,T3-5,5,MeasuredProperty,"[458, 506]",HasQuantity,T1-5,"[580, 584]","[458, 584]",,,
S0032063312003054-2458_T5-5,S0032063312003054-2458,T5-5,5,MeasuredEntity,"[588, 598]",HasProperty,T3-5,"[458, 506]","[458, 598]",,,
S0032063312003054-2458_T4-5,S0032063312003054-2458,T4-5,5,Qualifier,"[533, 555]",Qualifies,T3-5,"[458, 506]","[458, 555]",,,
S0032063312003054-2467_T1-1,S0032063312003054-2467,T1-1,1,Quantity,"[719, 722]",,,,,%,[207],
S0032063312003054-2467_T4-1,S0032063312003054-2467,T4-1,1,MeasuredProperty,"[620, 709]",HasQuantity,T1-1,"[719, 722]","[620, 722]",,,
S0032063312003054-2467_T3-1,S0032063312003054-2467,T3-1,1,MeasuredEntity,"[726, 736]",HasProperty,T4-1,"[620, 709]","[620, 736]",,,
S0032063312003054-2483_T1-1,S0032063312003054-2483,T1-1,1,Quantity,"[48, 84]",,,,,UT,[6972],
S0032063312003054-2483_T3-1,S0032063312003054-2483,T3-1,1,MeasuredProperty,"[21, 33]",HasQuantity,T1-1,"[48, 84]","[21, 84]",,,
S0032063312003054-2483_T4-1,S0032063312003054-2483,T4-1,1,MeasuredEntity,"[37, 47]",HasProperty,T3-1,"[21, 33]","[21, 47]",,,
S0032063312003054-2501_T1-1,S0032063312003054-2501,T1-1,1,Quantity,"[17, 20]",,,,,,,{'mods': ['IsCount']}
S0032063312003054-2501_T3-1,S0032063312003054-2501,T3-1,1,MeasuredEntity,"[21, 64]",HasQuantity,T1-1,"[17, 20]","[17, 64]",,,
S0032063312003054-2501_T1-2,S0032063312003054-2501,T1-2,2,Quantity,"[66, 68]",,,,,,,{'mods': ['IsCount']}
S0032063312003054-2501_T4-2,S0032063312003054-2501,T4-2,2,MeasuredEntity,"[21, 64]",HasQuantity,T1-2,"[66, 68]","[21, 68]",,,
S0032063312003054-2501_T2-2,S0032063312003054-2501,T2-2,2,Qualifier,"[74, 127]",Qualifies,T4-2,"[21, 64]","[21, 127]",,,
S0032063312003054-2501_T1-3,S0032063312003054-2501,T1-3,3,Quantity,"[147, 150]",,,,,%,[207],
S0032063312003054-2501_T2-3,S0032063312003054-2501,T2-3,3,MeasuredProperty,"[90, 127]",HasQuantity,T1-3,"[147, 150]","[90, 150]",,,
S0032063312003054-2501_T4-3,S0032063312003054-2501,T4-3,3,MeasuredEntity,"[154, 209]",HasProperty,T2-3,"[90, 127]","[90, 209]",,,
S0032063312003054-2501_T1-4,S0032063312003054-2501,T1-4,4,Quantity,"[192, 195]",,,,,%,[207],
S0032063312003054-2501_T2-4,S0032063312003054-2501,T2-4,4,MeasuredEntity,"[199, 209]",HasQuantity,T1-4,"[192, 195]","[192, 209]",,,
S0032063312003054-2501_T1-5,S0032063312003054-2501,T1-5,5,Quantity,"[216, 218]",,,,,,,{'mods': ['IsCount']}
S0032063312003054-2501_T2-5,S0032063312003054-2501,T2-5,5,MeasuredEntity,"[219, 262]",HasQuantity,T1-5,"[216, 218]","[216, 262]",,,
S0032063312003054-2501_T1-6,S0032063312003054-2501,T1-6,6,Quantity,"[406, 408]",,,,,%,[207],
S0032063312003054-2501_T3-6,S0032063312003054-2501,T3-6,6,MeasuredProperty,"[338, 375]",HasQuantity,T1-6,"[406, 408]","[338, 408]",,,
S0032063312003054-2501_T2-6,S0032063312003054-2501,T2-6,6,MeasuredEntity,"[412, 436]",HasProperty,T3-6,"[338, 375]","[338, 436]",,,
S0032063312003054-2501_T1-7,S0032063312003054-2501,T1-7,7,Quantity,"[444, 447]",,,,,%,[207],
S0032063312003054-2501_T4-7,S0032063312003054-2501,T4-7,7,MeasuredProperty,"[338, 375]",HasQuantity,T1-7,"[444, 447]","[338, 447]",,,
S0032063312003054-2501_T3-7,S0032063312003054-2501,T3-7,7,MeasuredEntity,"[451, 461]",HasProperty,T4-7,"[338, 375]","[338, 461]",,,
S0032063313003218-5227_T1-1,S0032063313003218-5227,T1-1,1,Quantity,"[44, 55]",,,,,K,[530],
S0032063313003218-5227_T3-1,S0032063313003218-5227,T3-1,1,MeasuredProperty,"[29, 40]",HasQuantity,T1-1,"[44, 55]","[29, 55]",,,
S0032063313003218-5227_T2-1,S0032063313003218-5227,T2-1,1,MeasuredEntity,"[4, 28]",HasProperty,T3-1,"[29, 40]","[4, 40]",,,
S0032063313003218-5227_T4-1,S0032063313003218-5227,T4-1,1,Qualifier,"[56, 105]",Qualifies,T1-1,"[44, 55]","[44, 105]",,,
S0032063313003218-5227_T1-2,S0032063313003218-5227,T1-2,2,Quantity,"[244, 257]",,,,,years,[12857],
S0032063313003218-5227_T4-2,S0032063313003218-5227,T4-2,2,MeasuredProperty,"[221, 228]",HasQuantity,T1-2,"[244, 257]","[221, 257]",,,
S0032063313003218-5227_T3-2,S0032063313003218-5227,T3-2,2,MeasuredEntity,"[229, 239]",HasProperty,T4-2,"[221, 228]","[221, 239]",,,
S0032063313003218-5227_T5-2,S0032063313003218-5227,T5-2,2,Qualifier,"[162, 216]",Qualifies,T4-2,"[221, 228]","[162, 228]",,,
S0032063313003218-5269_T1-1,S0032063313003218-5269,T1-1,1,Quantity,"[115, 143]",,,,,,,{'mods': ['IsRange']}
S0032063313003218-5269_T3-1,S0032063313003218-5269,T3-1,1,MeasuredProperty,"[29, 42]",HasQuantity,T1-1,"[115, 143]","[29, 143]",,,
S0032063313003218-5269_T2-1,S0032063313003218-5269,T2-1,1,MeasuredEntity,"[51, 72]",HasProperty,T3-1,"[29, 42]","[29, 72]",,,
S0032063313003218-5269_T1-2,S0032063313003218-5269,T1-2,2,Quantity,"[255, 265]",,,,,K,[530],
S0032063313003218-5269_T3-2,S0032063313003218-5269,T3-2,2,MeasuredProperty,"[242, 253]",HasQuantity,T1-2,"[255, 265]","[242, 265]",,,
S0032063313003218-5269_T2-2,S0032063313003218-5269,T2-2,2,MeasuredEntity,"[230, 241]",HasProperty,T3-2,"[242, 253]","[230, 253]",,,
S0032063313003218-5269_T5-2,S0032063313003218-5269,T5-2,2,Qualifier,"[218, 226]",Qualifies,T3-2,"[242, 253]","[218, 253]",,,
S0032063313003218-5269_T1-3,S0032063313003218-5269,T1-3,3,Quantity,"[341, 350]",,,,,mW m−2,"[119, 771, 475, 47677, 176]",
S0032063313003218-5269_T3-3,S0032063313003218-5269,T3-3,3,MeasuredProperty,"[293, 325]",HasQuantity,T1-3,"[341, 350]","[293, 350]",,,
S0032063313003218-5269_T2-3,S0032063313003218-5269,T2-3,3,MeasuredEntity,"[51, 72]",HasProperty,T3-3,"[293, 325]","[51, 325]",,,
S0032063313003218-5269_T4-3,S0032063313003218-5269,T4-3,3,Qualifier,"[352, 366]",Qualifies,T3-3,"[293, 325]","[293, 366]",,,
S0032063313003218-5269_T1-4,S0032063313003218-5269,T1-4,4,Quantity,"[352, 366]",,,,,,,
S0032063313003218-5269_T2-4,S0032063313003218-5269,T2-4,4,MeasuredProperty,"[29, 42]",HasQuantity,T1-4,"[352, 366]","[29, 366]",,,
S0032063313003218-5269_T4-4,S0032063313003218-5269,T4-4,4,MeasuredEntity,"[51, 72]",HasProperty,T2-4,"[29, 42]","[29, 72]",,,
S0032063313003218-5269_T1-5,S0032063313003218-5269,T1-5,5,Quantity,"[371, 381]",,,,,mW m−2,"[119, 771, 475, 47677, 176]",
S0032063313003218-5269_T4-5,S0032063313003218-5269,T4-5,5,MeasuredProperty,"[293, 325]",HasQuantity,T1-5,"[371, 381]","[293, 381]",,,
S0032063313003218-5269_T6-5,S0032063313003218-5269,T6-5,5,MeasuredEntity,"[51, 72]",HasProperty,T4-5,"[293, 325]","[51, 325]",,,
S0032063313003218-5269_T3-5,S0032063313003218-5269,T3-5,5,Qualifier,"[383, 397]",Qualifies,T4-5,"[293, 325]","[293, 397]",,,
S0032063313003218-5269_T1-6,S0032063313003218-5269,T1-6,6,Quantity,"[386, 399]",,,,,,,
S0032063313003218-5269_T4-6,S0032063313003218-5269,T4-6,6,MeasuredProperty,"[29, 42]",HasQuantity,T1-6,"[386, 399]","[29, 399]",,,
S0032063313003218-5269_T2-6,S0032063313003218-5269,T2-6,6,MeasuredEntity,"[51, 72]",HasProperty,T4-6,"[29, 42]","[29, 72]",,,
S0032063313003218-5269_T1-7,S0032063313003218-5269,T1-7,7,Quantity,"[680, 684]",,,,,%,[207],
S0032063313003218-5269_T3-7,S0032063313003218-5269,T3-7,7,MeasuredProperty,"[587, 600]",HasQuantity,T1-7,"[680, 684]","[587, 684]",,,
S0032063313003218-5269_T2-7,S0032063313003218-5269,T2-7,7,MeasuredEntity,"[692, 719]",HasProperty,T3-7,"[587, 600]","[587, 719]",,,
S0032063313003218-5381_T1-1,S0032063313003218-5381,T1-1,1,Quantity,"[402, 439]",,,,,minutes,"[4691, 11282]",
S0032063313003218-5381_T4-1,S0032063313003218-5381,T4-1,1,MeasuredProperty,"[383, 391]",HasQuantity,T1-1,"[402, 439]","[383, 439]",,,
S0032063313003218-5381_T3-1,S0032063313003218-5381,T3-1,1,MeasuredEntity,"[370, 382]",HasProperty,T4-1,"[383, 391]","[370, 391]",,,
S0032063313003218-5381_T5-1,S0032063313003218-5381,T5-1,1,Qualifier,"[269, 275]",Qualifies,T3-1,"[370, 382]","[269, 382]",,,
S0032063313003218-5381_T1-2,S0032063313003218-5381,T1-2,2,Quantity,"[526, 548]",,,,,days,[7033],
S0032063313003218-5381_T3-2,S0032063313003218-5381,T3-2,2,MeasuredProperty,"[517, 525]",HasQuantity,T1-2,"[526, 548]","[517, 548]",,,
S0032063313003218-5381_T2-2,S0032063313003218-5381,T2-2,2,MeasuredEntity,"[504, 516]",HasProperty,T3-2,"[517, 525]","[504, 525]",,,
S0032063313003218-5381_T5-2,S0032063313003218-5381,T5-2,2,Qualifier,"[269, 275]",Qualifies,T2-2,"[504, 516]","[269, 516]",,,
S0032063313003218-6078_T1-1,S0032063313003218-6078,T1-1,1,Quantity,"[117, 121]",,,,,h,[298],
S0032063313003218-6078_T4-1,S0032063313003218-6078,T4-1,1,MeasuredProperty,"[96, 101]",HasQuantity,T1-1,"[117, 121]","[96, 121]",,,
S0032063313003218-6078_T2-1,S0032063313003218-6078,T2-1,1,MeasuredEntity,"[54, 89]",HasProperty,T4-1,"[96, 101]","[54, 101]",,,
S0032063313003218-6651_T1-1,S0032063313003218-6651,T1-1,1,Quantity,"[396, 400]",,,,,kR,"[330, 500]",
S0032063313003218-6651_T3-1,S0032063313003218-6651,T3-1,1,MeasuredEntity,"[360, 394]",HasQuantity,T1-1,"[396, 400]","[360, 400]",,,
S0032063313003218-6651_T1-2,S0032063313003218-6651,T1-2,2,Quantity,"[527, 540]",,,,,° latitude,"[12938, 36961]",
S0032063313003218-6651_T4-2,S0032063313003218-6651,T4-2,2,MeasuredProperty,"[517, 523]",HasQuantity,T1-2,"[527, 540]","[517, 540]",,,
S0032063313003218-6651_T5-2,S0032063313003218-6651,T5-2,2,MeasuredEntity,"[459, 474]",HasProperty,T4-2,"[517, 523]","[459, 523]",,,
S0032063313003218-6651_T1-3,S0032063313003218-6651,T1-3,3,Quantity,"[604, 608]",,,,,°,[12938],
S0032063313003218-6651_T4-3,S0032063313003218-6651,T4-3,3,MeasuredProperty,"[614, 681]",HasQuantity,T1-3,"[604, 608]","[604, 681]",,,
S0032063313003218-6651_T2-3,S0032063313003218-6651,T2-3,3,MeasuredEntity,"[459, 474]",HasProperty,T4-3,"[614, 681]","[459, 681]",,,
S0032063313003218-6651_T5-3,S0032063313003218-6651,T5-3,3,Qualifier,"[532, 540]",Qualifies,T1-3,"[604, 608]","[532, 608]",,,
S0032063313003218-6651_T1-4,S0032063313003218-6651,T1-4,4,Quantity,"[742, 747]",,,,,kR,"[330, 500]",
S0032063313003218-6651_T3-4,S0032063313003218-6651,T3-4,4,MeasuredProperty,"[726, 738]",HasQuantity,T1-4,"[742, 747]","[726, 747]",,,
S0032063313003218-6651_T2-4,S0032063313003218-6651,T2-4,4,MeasuredEntity,"[752, 759]",HasProperty,T3-4,"[726, 738]","[726, 759]",,,
S0032063313003218-6651_T1-5,S0032063313003218-6651,T1-5,5,Quantity,"[764, 769]",,,,,kR,"[330, 500]",
S0032063313003218-6651_T4-5,S0032063313003218-6651,T4-5,5,MeasuredProperty,"[726, 738]",HasQuantity,T1-5,"[764, 769]","[726, 769]",,,
S0032063313003218-6651_T3-5,S0032063313003218-6651,T3-5,5,MeasuredEntity,"[774, 781]",HasProperty,T4-5,"[726, 738]","[726, 781]",,,
S0032063313003218-6651_T1-6,S0032063313003218-6651,T1-6,6,Quantity,"[820, 831]",,,,,mWm−2,"[119, 771, 119, 47677, 176]",
S0032063313003218-6651_T3-6,S0032063313003218-6651,T3-6,6,MeasuredProperty,"[787, 807]",HasQuantity,T1-6,"[820, 831]","[787, 831]",,,
S0032063313003218-6651_T4-6,S0032063313003218-6651,T4-6,6,MeasuredEntity,"[812, 819]",HasProperty,T3-6,"[787, 807]","[787, 819]",,,
S0032063313003218-6651_T1-7,S0032063313003218-6651,T1-7,7,Quantity,"[836, 840]",,,,,,,{'mods': ['IsApproximate']}
S0032063313003218-6651_T4-7,S0032063313003218-6651,T4-7,7,MeasuredProperty,"[787, 807]",HasQuantity,T1-7,"[836, 840]","[787, 840]",,,
S0032063313003218-6651_T3-7,S0032063313003218-6651,T3-7,7,MeasuredEntity,"[812, 819]",HasProperty,T4-7,"[787, 807]","[787, 819]",,,
S0032063313003218-6651_T2-7,S0032063313003218-6651,T2-7,7,Qualifier,"[841, 861]",Qualifies,T1-7,"[836, 840]","[836, 861]",,,
S0032063313003218-6651_T1-8,S0032063313003218-6651,T1-8,8,Quantity,"[863, 872]",,,,,mWm−2,"[119, 771, 119, 47677, 176]",
S0032063313003218-6651_T3-8,S0032063313003218-6651,T3-8,8,MeasuredProperty,"[787, 807]",HasQuantity,T1-8,"[863, 872]","[787, 872]",,,
S0032063313003218-6651_T2-8,S0032063313003218-6651,T2-8,8,MeasuredEntity,"[854, 861]",HasProperty,T3-8,"[787, 807]","[787, 861]",,,
S0032063313003218-6651_T1-9,S0032063313003218-6651,T1-9,9,Quantity,"[1023, 1028]",,,,,kR,"[330, 500]",
S0032063313003218-6651_T3-9,S0032063313003218-6651,T3-9,9,MeasuredProperty,"[971, 1019]",HasQuantity,T1-9,"[1023, 1028]","[971, 1028]",,,
S0032063313003218-6651_T2-9,S0032063313003218-6651,T2-9,9,MeasuredEntity,"[932, 951]",HasProperty,T3-9,"[971, 1019]","[932, 1019]",,,
S0032063313003218-6651_T5-9,S0032063313003218-6651,T5-9,9,Qualifier,"[1038, 1053]",Qualifies,T2-9,"[932, 951]","[932, 1053]",,,
